GSM591473	GSM591474	GSM591475	GSM591476	GSM591477	GSM591478	GSM591479	GSM591480	GSM591481	GSM591482	GSM591483	GSM591484	GSM591485	GSM591486	GSM591487	GSM591488	GSM591489	GSM591490
LBR	7.41501	7.60819	7.40385	7.44114	7.36704	7.46026	6.98563	7.38177	7.15077	6.92853	7.42883	7.28652	7.30688	7.2039	7.08704	7.14782	7.26528	6.95183
ORC5	6.76696	7.07953	6.29819	6.72213	6.7428	6.98813	6.94882	6.49368	6.954	6.99972	6.7162	7.11394	6.7564	6.7723	7.39604	7.04059	6.67692	7.04525
PSMD2	5.459265	5.629695	5.42085	5.609605	5.631525	5.505635	5.467745	5.49445	5.558755	5.554325	5.51255	5.639325	5.574725	5.59389	5.48353	5.59689	5.549155	5.54547
AGTR2	2.05221	1.76261	1.78786	1.85711	1.94402	1.83111	1.73983	1.87446	1.79149	1.95869	1.52983	1.89944	2.31998	2.1185	1.87164	1.60867	1.74263	2.02276
RPS29	12.2352	12.1899	12.394	12.3683	12.2637	12.2372	12.2732	12.3559	12.2326	12.2128	12.1559	12.1383	12.211	12.2065	12.2045	12.0956	12.1633	12.0822
DUSP6	8.76571	8.81176	8.04973	8.53753	7.80521	8.98945	8.46184	8.72639	8.69908	8.69014	8.66859	8.71953	8.54149	8.55149	8.87048	8.44823	8.87394	8.34211
PRL3B1	2.0006	2.0598	1.61927	1.93735	1.62751	1.94401	1.72369	1.8999	1.6659	1.80539	1.45632	1.85866	1.54723	1.83155	1.76854	1.96718	1.90156	1.71535
ALDH18A1	2.32618	2.25032	2.16482	2.50675	2.2364	2.20457	2.07246	2.30344	2.23172	2.38762	2.09239	2.19847	2.05367	2.23808	2.09528	2.23095	2.30563	2.18065
KLK1	1.99837	2.32584	2.23757	1.91363	1.92866	2.16662	2.43501	1.97416	2.31429	2.35946	1.93777	2.19381	2.11281	2.38311	2.2796	2.01168	2.3711	2.50724
SERINC1	9.946785	9.51288	9.82358	9.719185	9.958095	9.887705	9.988855	9.97027	9.957055	9.925015	9.840815	9.874665	9.6942	10.025945	9.93929	9.89863	9.793605	10.04865
NPM1	9.93281	9.85569	9.93594	9.72245	10.030975	10.01936	10.158845	9.92489	10.07452	9.87899	9.721885	9.890795	9.712255	9.81848	10.08374	9.88295	9.78588	9.84184
ELOVL5	12.5331	12.61425	12.1679	12.71185	12.2033	12.30495	12.3523	12.0899	12.29945	12.4318	12.484	12.39995	12.38125	12.7163	12.40255	12.6943	12.76345	12.681
DYNC1I2	8.30842	8.31736	7.96515	8.04159	8.10072	8.16526	8.14459	7.99017	8.16958	8.00971	8.18665	8.10573	8.08389	8.17388	8.00804	8.1365	8.17877	8.15312
MLST8	2.97731	2.599445	2.69366	2.65167	2.534695	2.69139	2.974985	2.767125	2.753715	3.16008	2.922345	2.77706	2.764635	2.87158	2.58262	2.81947	2.95444	2.98813
SYT4	1.778215	1.85399	1.80697	1.902055	1.954015	1.88565	1.777905	1.71969	1.99564	1.972855	1.495595	1.9216	1.87561	1.973325	1.722235	1.80206	1.89379	1.65461
LDHC	1.63318	1.564745	1.727975	1.587015	1.5667	1.39857	1.636345	1.85047	1.702565	1.708595	1.423635	1.70651	1.84378	1.59996	1.433795	1.659385	1.64111	1.66624
PRL3D1	2.6187	2.54571	2.67798	2.28836	2.43183	2.91327	2.53941	2.34385	2.43619	2.08236	2.24799	2.40709	2.23042	2.1691	2.25316	2.29654	2.10675	2.23002
STMN1	4.39252	4.225705	4.128675	4.20252	4.35122	4.203355	4.55225	4.413545	4.58468	4.205425	4.229205	4.705375	4.57561	5.31762	4.63939	4.708075	4.836875	4.548975
RASA3	4.05692	3.84782	3.55981	4.24066	4.07398	4.2933	4.30039	3.79331	4.17383	4.27894	3.79176	3.63199	3.69404	4.73854	4.6281	4.04936	4.14879	4.52255
IMPDH2	7.928455	8.078575	7.86954	7.668075	8.118935	7.896525	7.96497	7.95825	7.904065	7.848045	7.903895	7.866985	7.688275	7.78367	7.991875	7.635895	7.668135	7.56658
DEF8	4.98687	5.02247	4.47264	5.07049	4.83263	4.45484	5.02216	4.59819	4.95464	5.29134	5.09246	4.85849	5.17501	5.5721	5.00127	4.94049	5.03597	5.2144
KITL	1.90617	2.40942	2.0555	2.21234	2.63037	2.3282	2.061745	1.935695	1.78875	2.074655	2.158335	1.960825	1.97382	2.002355	2.061075	2.350235	1.8907	1.971405
EMB	1.479425	1.334085	1.46257	1.57339	1.340695	1.440965	1.53018	1.44851	1.36143	1.39978	1.363135	1.41522	1.28036	1.35197	1.36714	1.47716	1.222775	1.63833
EIF3C	9.79189	9.78122	9.647455	9.88865	9.927605	9.7931	9.6926	9.794295	9.786755	9.67015	9.66499	9.71481	9.73169	9.61569	9.71987	9.759295	9.6457	9.65123
KPNA2	9.83552	9.83922	9.4783	9.35987	9.69945	9.70047	9.49795	9.87855	9.58509	9.84499	9.95818	9.93668	9.82508	9.75777	9.71067	9.64611	9.77281	9.62826
TYRP1	1.45621	1.60688	1.52582	1.40681	1.29241	1.28498	1.52205	1.32042	1.28049	1.53472	1.36248	1.3084	1.43025	1.17195	1.48532	1.44689	1.23483	1.28041
EIF4G2	8.89392	8.46651	8.60286	8.63461	8.68885	8.64861	8.8769	8.90067	8.92532	8.79652	8.92961	8.83169	8.89055	8.89348	8.74984	8.7727	8.70731	8.81721
BPGM	6.25199	6.03028	6.01654	6.42397	6.09041	5.97267	5.97473	6.05003	6.24619	6.08592	6.20814	6.23247	6.33002	6.33942	6.03189	6.4891	6.09608	6.42939
UNC45A	4.0858	3.99591	3.95054	4.248985	4.01833	4.21423	4.10088	3.806415	4.131815	4.14455	3.763085	4.34792	4.116975	4.33614	4.10446	4.17907	4.218965	4.119325
CCT4	6.69108	6.86973	6.86429	6.79946	6.72552	6.88781	6.74693	6.57352	6.78841	6.74997	6.66291	6.77696	6.69741	6.6538	6.84526	6.75365	6.74403	6.88702
TRIM28	7.900645	7.648055	7.97045	7.804355	7.880925	7.810265	8.06461	8.196545	7.94646	7.834675	7.908355	7.784525	7.97312	7.681595	7.744495	7.60105	7.85956	7.61472
CALU	6.06005	6.02177	6.162055	5.8701	6.14705	5.870125	5.60716	5.987655	5.82743	5.580005	5.796595	5.847575	5.89013	5.889465	5.764835	5.84701	5.77664	5.89031
TGFBI	8.01749	8.23703	7.838225	7.575855	8.2127	8.12805	7.967105	7.991415	7.927415	7.79904	7.664485	7.671145	7.43265	7.937645	8.17083	7.996385	7.9563	8.25231
HNRNPH1	6.02518	6.35217	6.356425	6.17537	6.062415	6.226365	5.860935	6.155515	6.061145	5.82576	6.085665	6.14197	6.104785	6.003665	6.123205	5.85306	6.038505	5.93908
ACTR1A	2.248965	2.67137	2.52834	2.5509	2.458325	2.324475	2.29597	2.35968	2.238075	2.297225	2.467445	2.312275	2.502285	2.215715	2.30514	2.353575	2.4749	2.204465
SPRY1	2.03109	3.01409	2.52201	2.58239	2.76885	2.56102	2.4958	2.48689	2.45851	2.19403	2.92439	2.56796	2.73025	3.09623	2.61121	2.56825	2.56402	2.67151
3010003L21RIK	1.8264	1.51939	1.71983	1.42562	1.38312	1.55242	1.66926	1.53517	1.58778	1.63742	1.47516	1.60052	1.57653	1.93886	1.48449	1.28594	1.48944	1.57422
RPS26	11.3027	11.3091	11.5143	11.4983	11.4465	11.3646	11.4056	11.4303	11.4308	11.3472	11.2844	11.2704	11.3515	11.2599	11.3533	11.2252	11.2128	11.1861
DPYSL3	1.99669	1.98198	2.33796	1.95153	1.56863	1.89689	1.51604	1.76502	1.77577	1.81976	1.91622	1.81542	2.04246	1.88695	1.8788	2.00239	2.18755	2.01081
RRM1	4.2366	3.07508	3.7461	4.03802	4.17378	3.74961	3.88507	4.19821	4.20048	4.113	4.11577	4.17498	3.56371	4.83379	4.02694	4.20062	4.09827	4.72534
RPLP2	11.908	11.8125	12.107	11.9839	12.0369	11.994	12.0624	12.0886	11.9769	11.9432	11.8104	11.7055	11.8578	12.0499	11.9578	11.8884	11.906	11.8434
LAMP1	11.2923	11.2009	11.1521	11.2185	11.1216	11.1427	11.2462	11.143	11.2651	11.2347	11.138	11.1938	11.2726	11.2977	11.2162	11.3701	11.4768	11.3095
GHITM	10.95955	10.7366	10.6443	10.82225	10.72025	10.7333	10.85045	10.77245	10.9013	10.90585	10.91025	10.8323	10.8562	11.10775	10.8351	11.0477	11.0172	11.13375
CELA3B	1.80931	1.696015	1.79816	1.87045	1.67711	1.703405	1.944945	1.73585	1.875875	1.769085	1.985025	1.83178	1.73139	1.77562	1.89029	2.028505	1.713815	1.920065
CHGB	1.69307	1.5548	1.57086	1.72222	1.60367	1.79111	1.65604	1.71328	1.711	1.58705	1.44244	1.27711	1.43844	1.45864	1.50231	1.70878	1.45741	1.83284
SH2D3C	2.85987	2.77076	3.33691	3.43888	3.16018	3.32895	3.38565	3.4468	3.36487	3.31867	3.04975	3.1167	3.13115	3.14756	3.31036	3.02348	3.19974	3.46464
TFG	6.01981	6.15702	6.105005	5.92406	6.126545	5.940305	5.95147	6.259315	5.885745	5.86624	6.0286	6.060575	6.031455	5.839425	5.957035	6.011375	6.08308	5.920425
HDGF	7.42059	7.04942	7.61995	7.55688	7.34047	7.08342	7.43535	7.69938	7.63758	7.43603	7.51856	7.35522	7.7301	7.52219	7.20721	7.22841	7.25224	7.27109
HSP90B1	11.55415	11.4735	11.88765	11.38135	11.9758	11.7768	11.4578	12.1017	11.5909	11.5183	11.5782	11.8473	11.6178	11.60175	11.6741	11.55115	11.662	11.63155
PAPSS1	5.56386	5.81369	5.27074	5.86653	5.9854	5.53245	5.30243	5.88324	5.66325	5.41513	5.62477	5.86276	5.87069	5.96244	5.53811	5.63595	6.16528	5.90535
SUCLG1	11.0696	10.8796	10.9161	10.9388	10.8706	11.0135	11.1796	10.9831	10.9989	11.0608	11.1792	11.1145	11.0949	11.3417	11.0673	11.1641	11.212	11.1213
SGPL1	7.423975	7.22929	7.37761	7.391555	7.454265	7.3124	7.2918	7.580765	7.025135	7.077785	7.562405	7.192065	7.49525	7.28264	6.926215	6.91287	6.94443	6.926605
ENPP2	3.38395	2.91628	2.99437	3.40227	3.07892	3.76967	4.00918	3.01898	3.04398	3.54417	3.43305	3.20502	3.13188	3.34788	3.7679	3.43507	3.4945	3.4221
SNURF	4.25573	4.0666	3.9639	4.321505	4.182995	4.29326	4.09527	3.73844	4.10793	4.503345	4.157275	3.95878	4.210925	4.50769	4.15593	4.27894	4.2424	4.638265
MGST1	8.28301	8.00997	8.28134	8.1012	8.27029	8.28073	8.16007	8.574245	8.26677	8.312185	8.38718	8.700475	8.34995	8.43058	8.304165	8.319095	8.43233	8.36409
JUNB	3.98856	2.86907	3.20687	3.69464	4.62269	3.85267	4.38261	4.277	4.54965	3.97764	3.1434	3.1089	3.67591	4.27992	4.14314	3.82146	3.93389	4.40396
KIT	3.436645	3.374175	3.41828	3.077095	3.637175	3.23187	3.250425	3.39498	3.730795	3.37273	2.76172	3.207625	3.873715	3.023505	3.370775	3.202355	3.40293	3.23746
PLOD3	3.54579	3.29964	3.71376	4.22051	4.07605	3.23404	3.75114	3.70101	3.3249	3.60688	3.72399	3.457	3.6998	3.86294	3.44342	3.32993	3.48493	3.39117
ALDH7A1	2.73644	3.31491	3.03459	3.18928	3.1281	2.9601	3.19503	2.91969	2.69965	2.6448	3.26278	3.53614	3.17829	2.80655	2.91818	2.977	3.5028	3.46078
SLC38A1	2.10859	2.088625	2.06827	1.984765	2.00094	2.222515	2.071355	2.145465	2.229515	2.317195	2.125145	1.97157	2.10832	1.994295	2.12506	2.25309	2.28139	2.16615
LPL	7.443225	6.257125	6.83374	8.6346	6.346945	6.670345	6.715705	7.09328	5.85273	6.73304	6.39225	6.31333	6.18854	7.479675	6.675025	6.733345	7.425415	7.273095
REG1	1.24925	1.47272	1.80155	1.50333	1.52674	1.71158	1.58164	1.26734	1.55843	1.49207	1.56252	1.59239	1.59965	2.02075	1.90174	1.43675	1.50042	1.39777
TMSB4X	11.291	11.0001	10.9175	11.0547	10.7592	11.266	11.138	11.041	10.8054	11.165	10.9644	10.7506	10.9537	11.5264	10.9103	11.1265	11.1528	11.2289
CCND3	2.59192	2.11384	2.27723	2.18449	2.25674	2.22946	2.67861	2.33492	2.63515	1.9988	2.23495	2.19233	2.21368	2.39843	2.56697	2.19383	2.57437	2.26202
TSPYL1	5.761395	5.7633	6.14786	5.83841	5.820515	6.07711	5.76193	6.058695	5.67702	5.69428	6.17274	6.04324	5.923245	5.975095	6.139005	5.964085	5.991435	6.258935
STIP1	7.85104	8.08006	8.06967	8.18555	8.29291	7.50653	7.74237	8.18527	7.86964	7.49689	8.15968	8.1954	8.35991	8.06149	7.35639	7.51847	8.0008	7.82625
CIAPIN1	4.80221	4.7684	4.4131	4.64865	4.69421	4.58213	4.804275	4.81355	4.5243	4.997845	5.06973	4.778945	4.76953	4.89223	4.76186	4.542315	4.80667	4.42411
IMPACT	2.89896	2.55815	2.687	2.81913	2.76778	2.56579	2.48283	3.59505	2.65003	2.95669	2.8459	3.25824	2.72434	2.70279	2.87354	3.2329	2.88761	2.68545
RPS13	10.89855	10.6802	11.1376	10.96345	11.0331	10.9074	11.10975	11.1115	10.95695	10.90915	10.9092	10.7548	10.84635	10.8589	10.9067	10.791	10.77915	10.7184
RPS13-PS5	6.669485	6.796775	6.7985	6.65197	6.50588	6.701745	6.56408	6.84984	6.72722	6.69168	6.67308	6.72474	6.848475	6.56848	6.784515	6.586065	6.80939	6.738715
HNRNPAB	9.97371	9.9844	10.0019	9.9865	10.1812	9.91764	9.8963	10.1369	9.89386	9.82473	9.98686	9.99584	10.0379	9.95483	9.80548	9.80354	9.92013	9.81994
DDX1	8.19675	8.417185	8.10901	8.130005	8.376	8.2983	8.099645	8.16213	8.18616	8.194905	8.092795	8.360365	8.237745	8.3122	8.293015	8.453165	8.43796	8.35688
MTHFD1	9.36822	9.36502	9.20936	9.38063	9.25303	9.41309	9.1851	9.27249	9.58652	9.41368	9.41827	9.19329	9.37936	9.30418	9.21836	9.40981	9.33791	9.35543
TPI1	11.0654	11.0089	10.6931	11.0845	10.9858	10.8463	10.9536	10.7798	11.1033	11.1027	11.1198	10.8923	11.0096	11.1758	10.9818	11.0813	11.0939	11.0463
NPDC1	2.81145	2.88809	3.00954	2.89707	2.7375	2.94669	2.82456	2.88536	2.61331	2.84504	2.7049	2.39781	2.51433	3.00022	2.67846	2.75619	3.00861	2.96343
CSTF2T	8.74972	8.88624	8.70249	8.64944	8.66999	8.80311	8.70661	8.80869	8.75957	8.80472	8.57829	8.89441	8.73618	8.72919	9.06258	8.65391	8.76179	8.78125
TNFRSF19	3.69597	2.43742	2.27752	2.9967	3.03342	3.55603	3.47339	2.14123	3.89943	3.08201	2.74225	3.36067	2.47742	4.29817	3.88815	4.25787	4.47142	4.3781
MARCKSL1	3.97245	3.662075	3.66047	3.83558	3.68365	3.899665	3.610445	3.702725	3.552635	3.88675	3.69442	3.6036	3.56223	3.916875	3.773265	3.80702	3.69432	3.800045
NDN	2.16071	2.42839	2.190175	2.84454	2.509305	2.77524	2.37969	2.23621	2.16042	2.133175	2.35233	2.369995	2.731415	2.70429	2.329315	2.22193	2.32646	2.60487
TNP1	2.334205	2.30517	2.59811	2.12629	2.58217	2.53309	2.72361	2.3584	2.51069	2.574435	2.73215	2.37171	2.50049	2.53023	2.793585	2.574625	2.30457	2.81197
NUP62	4.65218	4.76721	4.95011	5.29041	5.02511	4.77144	5.23903	4.76358	5.06002	4.70384	5.29746	5.16985	5.33094	5.38393	5.02846	4.67969	4.76897	4.51383
ACTC1	1.84286	1.78098	1.7923	1.95449	1.60411	1.63316	1.90545	1.80393	1.40883	1.84629	1.82235	1.5863	1.7332	1.72575	2.02499	1.99659	1.87808	1.34692
MAP1LC3B	10.15114	9.785345	9.978485	10.053585	10.07416	10.102465	10.422485	10.142715	10.37944	10.24944	10.118095	10.062125	10.009455	10.271925	10.26176	10.2996	10.175035	10.329505
IGF2	1.82532	1.784525	2.217875	2.12133	2.020385	2.0303	1.84725	1.98568	1.889005	1.947665	1.86846	2.103325	2.11399	1.915275	1.84772	2.01669	1.73831	1.943865
ATP9A	6.79964	6.56594	6.12132	6.90802	6.40771	6.2757	7.05651	6.21361	6.58628	6.64625	6.54571	6.5295	6.49536	7.23358	6.60227	6.85813	7.24375	6.98761
COX5A	11.8322	11.879	11.8453	11.8502	11.741	11.8235	11.8655	11.9	11.7971	11.7971	11.8165	11.8347	11.8127	11.8565	11.9084	11.8357	11.7984	11.7258
COPS8	7.36115	7.20827	7.14647	7.31657	7.31065	7.21907	7.09952	7.29726	7.27053	7.16692	7.23892	7.31	7.13318	7.32128	7.26743	7.17953	7.16259	7.21865
SMOC2	3.513955	3.29025	3.469395	3.41608	3.20054	3.22634	3.799365	3.08185	3.083565	3.27556	3.152155	2.99142	2.95608	3.762635	3.3336	3.706095	3.77478	3.53045
BCAR3	5.01654	5.17053	5.20253	5.14591	4.884415	5.15105	4.995325	5.3291	4.984415	4.86133	4.79071	5.183225	5.16208	4.802955	4.89798	4.95958	4.87831	4.99758
PDCD6IP	6.37389	6.31736	6.50586	6.32686	6.40187	6.33176	6.62139	6.97296	6.32702	6.38116	6.70781	6.33766	6.65765	6.61816	6.4773	6.17737	6.68556	6.25928
SPINK3	1.99342	1.98726	1.74679	1.97896	1.89151	1.90069	2.07073	1.87111	1.81803	1.73196	1.95772	2.21583	2.03308	2.33619	1.80931	2.20239	2.32087	1.98212
FMOD	2.07872	2.267765	2.308935	2.20688	2.12782	1.98531	1.877565	2.21166	1.985915	1.8399	2.010605	2.204865	2.14837	2.027505	2.01828	2.284605	2.409115	2.05893
ZFAND2A	4.95541	4.65518	4.4664	4.39615	4.613115	4.78259	4.766625	4.612315	4.63263	4.646985	4.987515	4.91005	4.395435	5.157205	4.835545	4.933105	5.05663	5.11939
RPL10	12.7575	12.6345	12.7754	12.73405	12.85775	12.78505	12.79075	12.78915	12.77215	12.8006	12.7304	12.69405	12.74255	12.6936	12.6958	12.71635	12.66215	12.72185
SDC1	9.19739	9.218995	9.010145	9.47207	9.24644	9.04284	9.261985	9.35384	9.45443	9.55181	9.99642	9.300915	9.494225	9.589845	9.160165	9.27165	8.93524	9.47853
MCM5	2.21107	2.06126	1.99903	2.08761	2.14153	1.83544	1.88049	1.95736	1.80955	2.12269	2.1532	2.14978	2.13369	3.11817	1.93373	2.11056	2.45515	2.47285
PIGQ	5.32462	5.18383	4.94962	5.01719	4.90817	4.89155	5.07552	5.18118	4.98425	5.05952	5.07521	5.22321	5.12055	5.26405	5.08641	5.26987	5.37133	5.3504
CREG1	11.94045	11.68355	11.6153	11.7035	11.75685	11.55275	11.80455	11.797	12.09485	11.66645	11.72905	11.77395	11.9067	12.027	11.7146	12.11965	12.0528	11.94845
CPE	1.73775	1.796355	1.854535	2.735255	2.485425	2.20261	1.68287	1.861985	1.71179	1.660595	1.95095	1.79058	1.70439	1.73424	1.71612	1.73378	2.15296	1.73351
PEBP1	10.95635	10.9757	10.71825	11.03615	10.8627	10.71715	10.89285	10.80345	10.90765	10.91645	10.9463	10.8753	10.9618	11.16015	10.92645	11.07945	11.02805	11.0152
FKBP10	1.797645	1.646555	1.711095	1.853435	1.591865	1.706795	1.691665	1.5507	1.78237	1.76616	1.54983	1.673805	1.478335	1.83188	1.86126	1.696835	1.83434	1.87341
MARK2	2.46601	2.34532	2.47381	2.793	2.7096	2.7855	2.41342	2.87826	2.40701	2.46181	2.57588	3.03618	2.60709	2.46331	2.69505	2.46483	2.47981	2.38868
TRY5	1.50474	1.64371	1.58162	1.67015	1.71098	1.71096	1.61547	1.69581	1.6745	1.60296	1.75399	1.85219	1.61581	1.6344	1.7143	1.60649	1.46939	1.59773
PRM1	1.79209	1.79827	1.68138	1.96214	1.92123	1.66837	1.7942	1.51384	1.51632	2.00702	1.52443	1.76072	1.80121	1.68123	1.63447	1.68307	1.73662	1.72012
CDK16	4.18312	3.98023	4.46826	4.3606	4.16537	3.81371	4.01409	4.30818	3.92845	4.20414	4.32991	4.17315	4.03658	4.29974	3.60616	4.07111	4.09761	4.20166
RRP1	7.301415	7.186605	7.378505	7.350325	7.404215	7.22953	7.31317	7.38547	7.356515	7.190425	7.23382	7.20135	7.391335	7.414995	7.33657	7.188505	7.207415	7.296735
SLC2A4	1.81433	2.062795	1.761554	2.8843	1.82812	1.960645	1.73037	1.830745	1.919375	2.2213	1.828905	1.83215	1.78573	1.780355	1.83944	1.757475	1.773985	1.97123
MPO	1.8756	1.95804	1.8104	2.01872	1.86364	1.82227	1.53138	1.68573	1.77414	1.78535	1.61718	1.71869	1.73911	1.77825	1.9248	2.01388	1.71944	1.76172
ITM2C	8.02818	7.74367	7.63268	7.93973	7.86735	8.17353	7.81837	7.85945	7.58728	7.77662	7.75339	7.52826	7.7045	8.13527	7.77722	7.9897	8.21237	8.0188
EIF3H	2.14114	2.17574	2.08022	2.10877	2.31329	2.04643	2.17804	2.64216	2.17728	2.17578	2.08389	2.0884	2.26673	1.91673	2.23323	1.88493	2.00932	1.99097
HNRNPH2	8.7535	8.97705	8.8871	8.442	8.82169	8.72549	8.60661	8.83343	8.90207	8.69629	8.84489	8.94699	8.90092	8.71967	8.77194	8.76969	8.74634	8.81838
SCD1	12.7924	12.93105	12.6014	13.1348	12.83085	12.7435	12.76335	12.80975	12.69345	13.05165	12.8608	12.62095	12.4781	12.9514	12.78475	12.8476	12.85925	13.00055
NDUFV1	10.1135	10.1212	10.0384	10.1582	9.98647	10.0823	10.1029	10.0352	10.1419	9.97229	10.1141	10.0798	10.1554	10.0961	10.1139	10.129	10.1392	9.92493
KAP	1.559275	1.761	1.66646	1.5578	1.655855	1.65831	1.6492	1.374415	1.545535	1.57015	1.60167	1.554615	1.6333	1.67348	1.491635	1.8382	1.652795	1.64116
COX6C	11.5089	11.58855	11.7715	11.70805	11.4836	11.5359	11.73905	11.67715	11.51165	11.6549	11.6175	11.53595	11.61685	11.65425	11.58465	11.6564	11.60825	11.62555
MARCKS	7.1677	7.08435	6.76617	6.99935	6.59512	7.31389	7.02086	7.09861	6.76692	6.8594	7.15538	6.99283	6.70115	7.43841	6.96994	7.2171	7.19347	7.0821
MAP2K2	7.24982	7.28637	7.36289	7.382085	7.451575	7.30705	7.41518	7.464265	7.247705	7.22301	7.32303	7.27481	7.494165	7.329065	7.26233	7.191825	7.37829	7.13529
CARHSP1	8.031575	7.710205	8.02653	8.15999	7.899845	7.93908	8.127915	8.080405	8.03263	8.31655	8.17935	7.974795	8.13356	8.31797	8.015895	8.00991	7.99683	8.27457
ISYNA1	2.83894	3.01842	2.70558	2.32512	3.21858	2.44307	2.90518	3.43586	2.82432	3.06758	2.96785	2.19818	3.26264	3.05856	2.42009	2.4773	2.77689	2.50934
TUBB3	1.79544	1.9359	2.05386	1.65411	1.74296	1.89248	1.84445	2.17561	1.89562	2.1131	2.32814	2.43558	2.36349	1.85646	2.05325	2.28436	1.73463	2.00409
RPL7	11.5543	11.6377	11.6205	11.4207	11.7592	11.6556	11.6442	11.6526	11.6865	11.5078	11.4593	11.5871	11.4461	11.4007	11.5912	11.5651	11.4222	11.5276
ATP5G2	2.80638	2.45159	2.70004	2.7879	2.6316	2.76693	2.95393	2.71886	2.76594	2.73817	2.64845	2.67022	3.03396	2.62598	2.62566	2.80729	2.70199	2.72611
HERPUD2	4.36038	4.163115	4.366525	4.328335	4.270745	4.23157	4.627	4.273665	4.32392	4.40326	3.985255	4.0845	4.19306	4.36363	4.360515	4.51174	4.37161	4.3755
LCP1	8.8972	8.81768	8.744355	8.843875	8.70478	8.73137	8.699645	8.928075	8.878825	8.85302	8.906095	8.82078	8.984345	8.929655	8.716635	8.756	8.85706	8.93135
ACADM	11.3449	11.0859	11.0405	11.19	11.1626	11.1499	11.5176	11.1315	11.4499	11.278	11.3171	11.3565	11.3616	11.5424	11.4307	11.5835	11.4497	11.4531
SF3B3	4.71535	5.04493	4.79223	4.87668	4.8966	4.6996	4.58152	4.50358	4.773285	4.735715	4.870125	4.632265	4.655	4.541605	4.73457	4.32872	4.72424	4.467765
CLCN4-2	7.58186	7.585445	7.368305	7.57797	7.6469	7.516585	7.516335	7.3327	7.48086	7.3054	7.37011	7.406535	7.579555	7.381365	7.358465	7.700885	7.731175	7.35758
HDLBP	8.18498	7.42808	8.25448	7.81798	8.36746	7.97596	8.31822	8.67136	8.10092	8.46305	8.52576	8.08729	7.80277	8.56154	8.10872	8.00361	7.81334	8.57403
VCAM1	4.532005	4.394875	4.105105	4.35222	4.22746	4.64521	4.564585	4.35103	4.287265	4.843735	4.28351	4.29408	4.432435	4.740855	4.42988	4.94974	4.630325	4.733525
VDAC2	9.83363	9.79601	9.62728	9.83802	9.78447	9.69722	9.92981	9.62853	9.88429	9.88605	9.73681	9.75835	9.61234	9.91898	9.80899	9.80326	9.76666	9.76197
KLHDC3	8.02028	7.36778	7.743525	7.997695	8.076575	7.943305	8.16868	8.140705	8.444565	8.098565	8.036905	8.17944	8.35871	8.227445	7.58691	8.354955	8.10778	7.99286
PIGO	5.49012	5.41898	5.60713	5.28241	5.67725	5.12281	5.29405	5.24932	5.55817	5.37222	5.57409	5.90476	5.49895	5.49275	5.4635	5.12424	5.29142	5.47884
SQLE	8.4007	7.71392	6.75219	8.83318	8.28369	7.02756	7.42438	7.54899	7.17607	8.54784	8.34689	7.80561	7.12109	8.96973	7.4488	8.9202	8.69832	7.88537
CYP2E1	13.8469	13.6999	13.8052	13.763	13.8236	13.8811	13.8792	13.755	13.8432	13.8968	13.826	13.8306	13.8247	13.7334	13.8872	13.8916	13.8335	13.871
CASP6	4.851635	4.65023	4.943985	4.875875	4.916745	5.1673	5.425035	4.72286	5.02711	4.910865	4.791645	4.746835	4.75222	5.024595	5.152655	4.829255	4.757075	5.13744
TXNIP	7.931035	7.093025	7.520825	7.98625	7.64624	7.837155	8.538635	7.66675	8.19726	7.805635	7.596825	7.545915	7.91634	8.686165	7.947405	7.987815	7.875605	8.273065
VDAC1	10.0277	10.1905	10.0603	10.156	9.93816	9.99923	10.123	10.0395	9.97832	10.1983	10.1727	10.0133	10.1071	10.0972	10.0299	10.136	10.0406	10.08
HEY1	2.10905	2.15958	1.8815	2.23175	2.18337	2.10787	2.0552	2.29019	2.33339	2.41411	1.96395	2.31748	2.21856	1.80466	2.02866	2.15284	2.31968	2.18009
PRDX1	13.0298	12.9942	13.0424	12.9381	12.9437	13.0137	12.9772	13.0552	13.0241	13.0347	13.0466	13.0271	13.0702	13.032	13.0297	13.0844	13.032	13.0816
COTL1	4.51996	4.65793	4.590245	4.551185	4.294295	4.5536	4.403665	4.46906	4.35261	4.929575	4.488405	4.56287	4.627155	4.65308	4.462625	4.607715	4.676165	4.489145
CLDN11	1.72299	1.73948	1.68993	1.87844	1.90113	1.55059	2.05034	1.48099	1.61932	1.76039	1.75085	1.50163	1.71221	1.7113	1.67424	1.70853	1.60298	1.81823
YWHAH	8.30912	8.21226	7.81915	8.2597	8.17779	7.79146	7.96647	8.17479	8.1479	8.10838	7.96103	8.04247	8.04884	8.47775	7.98274	8.4591	8.49562	8.31152
PSMC1	5.422785	5.475735	4.912149	5.272445	5.4537	5.359845	5.36196	5.28564	5.4721	5.41569	5.25148	5.234675	5.313975	5.29138	5.23596	5.306135	5.340835	5.31137
MDK	2.2519	2.26759	2.41545	2.10782	2.47411	2.00854	2.31414	2.2967	2.21653	2.4059	2.19124	2.62225	2.24437	2.27402	2.50226	2.2962	2.38687	2.06135
SATB1	1.543245	1.665525	1.692195	1.625415	1.607905	1.703255	1.627345	1.564465	1.622665	1.687175	1.67956	1.669585	1.770055	1.66542	1.66679	1.635925	1.66687	1.646295
